,CO2_Baseline_05,CO2_Baseline_50,CO2_Baseline_95,CO2_MTFR_05,CO2_MTFR_50,CO2_MTFR_95,CO2_MTFR-Low_05,CO2_MTFR-Low_50,CO2_MTFR-Low_95,CH4_Baseline_05,CH4_Baseline_50,CH4_Baseline_95,CH4_MTFR_05,CH4_MTFR_50,CH4_MTFR_95,CH4_MTFR-Low_05,CH4_MTFR-Low_50,CH4_MTFR-Low_95
2038,447.62101265924184,456.55371763271967,462.5115839392313,446.71854896537104,455.2818449356166,460.98504799773696,437.98297627148054,445.82774342215697,451.07495859731864,2012.4628483578847,2028.1383123393389,2042.9691148745042,1588.5274297536084,1600.6233029562245,1611.8172764527249,1554.9172729250035,1566.650736161807,1577.608641830975
2039,449.5929141005271,459.0165175403276,465.26812988779335,448.50793277129765,457.5306705610176,463.5250387806276,438.685920669095,446.8653767719407,452.34012459147067,2023.1416395069225,2039.381511978238,2054.7951188521497,1582.9165809504257,1594.9338330164182,1606.2170651090585,1545.0211029739526,1556.8009607952768,1567.7524502474776
2040,451.5468410931303,461.47912623419364,468.0593454487405,450.2740431324961,459.7635344241684,466.0140080981504,439.31104012287494,447.8332662592195,453.5207286720633,2033.9347883286111,2050.6777105277442,2066.784778683742,1577.9774945191107,1590.2064917097791,1601.7229027358217,1536.073396453426,1547.763366136292,1558.7482248574127
2041,453.5116012966056,463.9556826257009,470.8698408764623,452.0286805676478,461.9776707663591,468.5272746312144,439.85960103681657,448.7052674885637,454.58004388738624,2044.7096758629502,2061.9930098277264,2078.3930258256178,1574.1278289880534,1586.4290017731464,1598.1106576522793,1527.6493100610878,1539.4256868052084,1550.5631265515462
2042,455.4540448245784,466.4335544362956,473.7157854441349,453.7535083277087,464.1519710058076,471.0212869238078,440.34747727697584,449.5177453265588,455.5651391472775,2055.485472478178,2073.243731534563,2090.1836203918683,1570.0478051200525,1582.3716803997236,1594.1415729036826,1519.322636390933,1531.255109895833,1542.388235991647
2043,457.32383929450236,468.90099148528543,476.5413055312779,455.4506060773921,466.30949990988495,473.4996839849921,440.7739478975874,450.26076528161144,456.51520071693596,2066.086012435713,2084.4705172139197,2101.821082389613,1565.820984393045,1578.3083026185018,1590.109360911937,1511.1380215836025,1523.1122534230453,1534.295977288539
2044,459.20872248632764,471.365914430483,479.3227733474233,457.1210705369256,468.48005359410286,475.9188027012896,441.1390757426269,450.93327075478373,457.396569187334,2076.5745591044224,2095.6146531436298,2113.632134695751,1561.472045425892,1574.091664526839,1585.830292861443,1503.1557192340872,1515.070699674392,1526.2810584552212
2045,461.0752784058261,473.80003943362493,482.1005370947629,458.76566176591245,470.6216803832182,478.3207049233339,441.44330596575617,451.53786833408196,458.2089612985774,2086.9474286706195,2106.5501302036846,2125.138638049802,1557.0889405645344,1569.6541912892785,1581.46830502299,1495.3988996462701,1507.1561399623438,1518.3677541463571
2046,462.9242176154149,476.2259651371003,484.9075601515282,460.3779784845666,472.7050690835633,480.73316360829665,441.67974314522985,452.07572816937403,458.9520777672857,2097.239627432311,2117.4586886336137,2136.6748602608423,1552.3045987378953,1565.0811842714315,1576.8342842033271,1487.436794737685,1499.32297715602,1510.5057114434142
2047,464.75252790790717,478.6688346498979,487.70578925032174,461.94820964026025,474.75985038748155,483.13759174669957,441.8897085136382,452.57074932564603,459.64156096822,2107.389028184055,2128.1240024840536,2147.985576379663,1547.1520432891148,1560.0988067102708,1572.1110138350934,1478.4084143262553,1490.2266401645948,1501.459305138114
2048,466.56113682364366,481.0839063805214,490.4689034827105,463.4629856791174,476.8333068126424,485.49273563004016,442.0724182406543,453.03908197638725,460.32067863956416,2116.87169206827,2138.4106797945037,2158.788550690059,1541.6696842395359,1554.6867347319594,1566.968581383061,1468.0789593133964,1480.0763716368392,1491.2092665159403
2049,468.4143124607417,483.5400998353498,493.22632607469524,464.9331849354766,478.885846164038,487.82791128942176,442.22589344269875,453.49215353835893,460.9767123324039,2126.226241741167,2148.399251375725,2169.50689912765,1535.8505708035937,1548.994356557757,1561.2206800287395,1456.8419653608166,1468.7754482086334,1480.0443184544015
2050,470.2565467730427,485.96372890244265,495.97841587777805,466.37511425980813,480.88424112286424,490.1433783921831,442.34501013758836,453.91035929567397,461.5624140581805,2134.932442197375,2158.065414956916,2179.8802338507967,1529.8552384783513,1543.070773096228,1555.364807574939,1444.6709406704174,1456.6705937578681,1467.912626919007
2051,472.0651357267567,488.3473347422483,498.72545183709553,467.7893306586016,482.89323576276723,492.4290228105841,442.4069901812911,454.2899007334473,462.08211435365547,2143.3147273771374,2167.441198622057,2189.7192342318526,1523.5424339667961,1536.764033255689,1549.174460152486,1431.6216086398972,1443.6794710821816,1454.814321539933
