,CO2_Baseline_05,CO2_Baseline_50,CO2_Baseline_95,CO2_MTFR_05,CO2_MTFR_50,CO2_MTFR_95,CO2_MTFR-Low_05,CO2_MTFR-Low_50,CO2_MTFR-Low_95,CH4_Baseline_05,CH4_Baseline_50,CH4_Baseline_95,CH4_MTFR_05,CH4_MTFR_50,CH4_MTFR_95,CH4_MTFR-Low_05,CH4_MTFR-Low_50,CH4_MTFR-Low_95
1990,350.98710473701976,353.31229666230104,356.6435421996063,350.98710473701976,353.31229666230104,356.6435421996063,350.98710473701976,353.31229666230104,356.6435421996063,1657.8103027834622,1664.9845353852124,1671.3388088566585,1657.8103027834622,1664.9845353852124,1671.3388088566585,1657.8103027834622,1664.9845353852124,1671.3388088566585
1991,352.6382364752337,354.9148559327417,358.1752748127635,352.6382364752337,354.9148559327417,358.1752748127635,352.6382364752337,354.9148559327417,358.1752748127635,1667.2327510600317,1674.5589521040579,1681.031768515964,1667.2327510600317,1674.5589521040579,1681.031768515964,1667.2327510600317,1674.5589521040579,1681.031768515964
1992,354.3746611104208,356.58676693054827,359.7796219545425,354.3746611104208,356.58676693054827,359.7796219545425,354.3746611104208,356.58676693054827,359.7796219545425,1674.587462914797,1682.1225974326817,1688.6922904244766,1674.587462914797,1682.1225974326817,1688.6922904244766,1674.587462914797,1682.1225974326817,1688.6922904244766
1993,356.0847556279989,358.24304171379305,361.4042141078024,356.0847556279989,358.24304171379305,361.4042141078024,356.0847556279989,358.24304171379305,361.4042141078024,1680.3739409104612,1688.0195806983365,1694.7238296476949,1680.3739409104612,1688.0195806983365,1694.7238296476949,1680.3739409104612,1688.0195806983365,1694.7238296476949
1994,357.682060713541,359.80287045311525,362.9517247685224,357.682060713541,359.80287045311525,362.9517247685224,357.682060713541,359.80287045311525,362.9517247685224,1684.7542702698606,1692.6584426241882,1699.4839466894587,1684.7542702698606,1692.6584426241882,1699.4839466894587,1684.7542702698606,1692.6584426241882,1699.4839466894587
1995,359.2632373867488,361.3559893950973,364.4616158860236,359.2632373867488,361.3559893950973,364.4616158860236,359.2632373867488,361.3559893950973,364.4616158860236,1687.6169451234664,1695.6730000227094,1702.712074096005,1687.6169451234664,1695.6730000227094,1702.712074096005,1687.6169451234664,1695.6730000227094,1702.712074096005
1996,360.8783317081872,362.94181572569875,365.9699728307058,360.8783317081872,362.94181572569875,365.9699728307058,360.8783317081872,362.94181572569875,365.9699728307058,1688.8107110061246,1696.9591098493765,1704.0991449856224,1688.8107110061246,1696.9591098493765,1704.0991449856224,1688.8107110061246,1696.9591098493765,1704.0991449856224
1997,362.54938788235495,364.5756965392617,367.49654085241957,362.54938788235495,364.5756965392617,367.49654085241957,362.54938788235495,364.5756965392617,367.49654085241957,1689.8930774526902,1698.1278258455402,1705.4434567429341,1689.8930774526902,1698.1278258455402,1705.4434567429341,1689.8930774526902,1698.1278258455402,1705.4434567429341
1998,364.58073226452586,366.5528450362576,369.3548088532856,364.58073226452586,366.5528450362576,369.3548088532856,364.58073226452586,366.5528450362576,369.3548088532856,1690.9111999321806,1699.3882687011028,1706.6701884693948,1690.9111999321806,1699.3882687011028,1706.6701884693948,1690.9111999321806,1699.3882687011028,1706.6701884693948
1999,366.3321112123811,368.2373426861793,370.9369835339894,366.3321112123811,368.2373426861793,370.9369835339894,366.3321112123811,368.2373426861793,370.9369835339894,1692.0241289297633,1700.5980658680774,1708.0516145675138,1692.0241289297633,1700.5980658680774,1708.0516145675138,1692.0241289297633,1700.5980658680774,1708.0516145675138
2000,368.0372233979193,369.8672488382139,372.42676842134665,368.0372233979193,369.8672488382139,372.42676842134665,368.0372233979193,369.8672488382139,372.42676842134665,1693.2973891029262,1701.8813221855146,1709.4958142616179,1693.2973891029262,1701.8813221855146,1709.4958142616179,1693.2973891029262,1701.8813221855146,1709.4958142616179
2001,369.76308147676923,371.51371591693595,373.97388950728964,369.76308147676923,371.51371591693595,373.97388950728964,369.76308147676923,371.51371591693595,373.97388950728964,1694.41389266355,1703.119861812785,1710.8220452749408,1694.41389266355,1703.119861812785,1710.8220452749408,1694.41389266355,1703.119861812785,1710.8220452749408
2002,371.51821806018773,373.1702535932805,375.48782526902664,371.51821806018773,373.1702535932805,375.48782526902664,371.51821806018773,373.1702535932805,375.48782526902664,1696.708930771366,1705.672204601024,1713.3642900325517,1696.708930771366,1705.672204601024,1713.3642900325517,1696.708930771366,1705.672204601024,1713.3642900325517
2003,373.4160575073545,374.98040045370135,377.13150941247045,373.4160575073545,374.98040045370135,377.13150941247045,373.4160575073545,374.98040045370135,377.13150941247045,1700.188309512837,1709.2543723850008,1717.0274787342823,1700.188309512837,1709.2543723850008,1717.0274787342823,1700.188309512837,1709.2543723850008,1717.0274787342823
2004,375.31282724271523,376.7950202008965,378.7831943658042,375.31282724271523,376.7950202008965,378.7831943658042,375.31282724271523,376.7950202008965,378.7831943658042,1704.8886807353074,1713.9170970808023,1721.8248846131783,1704.8886807353074,1713.9170970808023,1721.8248846131783,1704.8886807353074,1713.9170970808023,1721.8248846131783
2005,377.3526946142757,378.7443021263534,380.5741213901193,377.3526946142757,378.7443021263534,380.5741213901193,377.3526946142757,378.7443021263534,380.5741213901193,1710.569345316476,1719.6391868967426,1727.5578636673515,1710.569345316476,1719.6391868967426,1727.5578636673515,1710.569345316476,1719.6391868967426,1727.5578636673515
2006,379.45035042968595,380.76306063667056,382.44260545476783,379.45035042968595,380.76306063667056,382.44260545476783,379.45035042968595,380.76306063667056,382.44260545476783,1717.26146572576,1726.2362101329238,1734.2658030452308,1717.26146572576,1726.2362101329238,1734.2658030452308,1717.26146572576,1726.2362101329238,1734.2658030452308
2007,381.62602767228407,382.85990007485833,384.3645663005591,381.62602767228407,382.85990007485833,384.3645663005591,381.62602767228407,382.85990007485833,384.3645663005591,1723.5013401959197,1732.5508827352348,1740.6659861627272,1723.5013401959197,1732.5508827352348,1740.6659861627272,1723.5013401959197,1732.5508827352348,1740.6659861627272
2008,383.80952627480343,384.9382604739268,386.2992151354571,383.80952627480343,384.9382604739268,386.2992151354571,383.80952627480343,384.9382604739268,386.2992151354571,1729.3723860429172,1738.4691095075505,1746.7756896701258,1729.3723860429172,1738.4691095075505,1746.7756896701258,1729.3723860429172,1738.4691095075505,1746.7756896701258
2009,385.8890631175584,386.95266922538394,388.1553021480293,385.8890631175584,386.95266922538394,388.1553021480293,385.8890631175584,386.95266922538394,388.1553021480293,1734.909963880507,1744.0753048736578,1752.5467299366142,1734.909963880507,1744.0753048736578,1752.5467299366142,1734.909963880507,1744.0753048736578,1752.5467299366142
2010,388.0853048900258,389.0874617915847,390.15013754456726,388.0853048900258,389.0874617915847,390.15013754456726,388.0853048900258,389.0874617915847,390.15013754456726,1739.9019097682983,1749.3306417602364,1757.8548964518338,1739.9019097682983,1749.3306417602364,1757.8548964518338,1739.9019097682983,1749.3306417602364,1757.8548964518338
2011,390.4003177596801,391.3179546158483,392.27119883847445,390.4003177596801,391.3179546158483,392.27119883847445,390.4003177596801,391.3179546158483,392.27119883847445,1744.6402142690565,1754.2572641800266,1762.8714554229266,1744.6402142690565,1754.2572641800266,1762.8714554229266,1744.6402142690565,1754.2572641800266,1762.8714554229266
2012,392.7207521458289,393.5837455493808,394.39269390457787,392.7207521458289,393.5837455493808,394.39269390457787,392.7207521458289,393.5837455493808,394.39269390457787,1750.2265129195991,1759.8629068669172,1768.6926706417996,1750.2265129195991,1759.8629068669172,1768.6926706417996,1750.2265129195991,1759.8629068669172,1768.6926706417996
2013,395.08320537715963,395.90171963813276,396.6171916511917,395.08320537715963,395.90171963813276,396.6171916511917,395.08320537715963,395.90171963813276,396.6171916511917,1756.4205305967519,1766.1415365808111,1775.1327635264024,1756.4205305967519,1766.1415365808111,1775.1327635264024,1756.4205305967519,1766.1415365808111,1775.1327635264024
2014,397.4208274013582,398.21924500592024,398.9088499058228,397.4208274013582,398.21924500592024,398.9088499058228,397.4208274013582,398.21924500592024,398.9088499058228,1763.1722233721318,1773.1100110229338,1782.2499328425156,1763.1722233721318,1773.1100110229338,1782.2499328425156,1763.1722233721318,1773.1100110229338,1782.2499328425156
2015,399.86586061238677,400.6350012830152,401.3624611030985,399.86586061238677,400.6350012830152,401.3624611030985,399.86586061238677,400.6350012830152,401.3624611030985,1770.5718462389373,1780.591883181846,1789.8887826538537,1770.5718462389373,1780.591883181846,1789.8887826538537,1770.5718462389373,1780.591883181846,1789.8887826538537
2016,402.1776648764296,403.007894554711,403.8127904129572,402.1776648764296,403.007894554711,403.8127904129572,402.1776648764296,403.007894554711,403.8127904129572,1778.5396805122787,1788.5755644005028,1798.1746322064823,1778.5396805122787,1788.5755644005028,1798.1746322064823,1778.5396805122787,1788.5755644005028,1798.1746322064823
2017,404.4153035830199,405.3932217697417,406.3247711895077,404.4153035830199,405.3932217697417,406.3247711895077,404.4153035830199,405.3932217697417,406.3247711895077,1786.7839147690584,1797.1135487751542,1806.8517068524861,1786.7839147690584,1797.1135487751542,1806.8517068524861,1786.7378012812007,1797.0674401421809,1806.8055810039652
2018,406.62004408131577,407.75644516864753,408.8109283999999,406.62004408131577,407.75644516864753,408.8109283999999,406.620051632982,407.75644426716906,408.81092737238043,1795.738336473772,1806.0486544456837,1815.9675376705516,1795.738336473772,1806.0486544456837,1815.9675376705516,1795.6034572807037,1805.9136638520088,1815.832528803731
2019,408.71367922573927,410.1438178926038,411.35528033302523,408.71367922573927,410.1438178926038,411.35528033302523,408.7136951909564,410.1437933314868,411.3552443353766,1804.977753019638,1815.4042609363312,1825.5083973541284,1804.977753019638,1815.4042609363312,1825.5083973541284,1804.7146319245305,1815.1409298784802,1825.2447726994599
2020,410.8559551333552,412.53340182253635,413.9446968403089,410.8559551333552,412.53340182253635,413.9446968403089,410.85591801606756,412.5333437652224,413.94460691968993,1814.7836921212008,1825.097074658316,1835.4129523969489,1814.7836921212008,1825.097074658316,1835.4129523969489,1814.3554725270478,1824.668508112112,1834.9837425509709
2021,412.9681055373345,414.9321705954378,416.53401509472747,412.9681055373345,414.9321705954378,416.53401509472747,412.96805015392164,414.9321394715259,416.5337437834865,1824.8200753093206,1835.1661552482685,1845.7889104046724,1824.8200753093206,1835.1661552482685,1845.7889104046724,1824.191435903979,1834.5376212660944,1845.1593809543226
2022,415.03706408779317,417.320981819228,419.1168987557604,415.0458319192078,417.3300338541417,419.1260899140085,414.996657848328,417.2791157549019,419.0743939432726,1835.0987883656683,1845.6056755940767,1856.3945508261136,1826.318264669874,1836.8213816344025,1847.60520466666,1825.504049050182,1836.0039370646812,1846.7853172853395
2023,417.04258198151314,419.73259808449745,421.73988134786305,417.0676791895053,419.7584631288088,421.7653274653993,416.9268360816966,419.61144247392883,421.61568416711924,1845.8412255263268,1856.4246368935758,1867.3571657537257,1820.150150136578,1830.7220331700057,1841.6278688766274,1819.143703326878,1829.7178409177657,1840.619196862576
2024,419.14912912434943,422.14872026928833,424.3467493416818,419.19601708751713,422.1971862856765,424.3980400427182,418.9199613839676,421.9098076833783,424.10728781490883,1856.8798960688248,1867.465177994569,1878.6122728729756,1806.7555870648862,1817.2937997150914,1828.375959302499,1805.5469193137385,1816.0855398535969,1827.1612438565
2025,421.29086678433725,424.600114990925,427.0192027239975,421.36476398494017,424.67345918786714,427.09183364151926,420.91813848753293,424.209358131452,426.61198355564517,1867.9502211425722,1878.9112615129714,1890.1896549360836,1786.4540226580511,1797.305543172993,1808.4447800484766,1785.01748273083,1795.871835914565,1806.994048436505
2026,423.384086682574,427.03117075244904,429.68708308825285,423.502910261976,427.144138484022,429.7950812070819,422.85408722110674,426.4629207517703,429.09256535437356,1879.2239589759793,1890.6209004999564,1901.9240812637026,1759.9824715287675,1771.142313201042,1782.2463965367358,1758.2767916515033,1769.4496831467952,1780.5395721425464
2027,425.43946368105344,429.47013046208525,432.348377587085,425.5628708753556,429.5898354206726,432.4611725401062,424.6265018854333,428.60376481862284,431.452532055245,1890.7978131591456,1902.1414545563457,1913.7765318634656,1736.3091614804084,1747.3703509511447,1758.5955765036451,1733.7658949563343,1744.857005973543,1756.050575548893
2028,427.47037712612087,431.91488000972555,435.05320494007435,427.5822093802231,432.00041127318923,435.1168771213414,426.2983376710887,430.6333468237309,433.7070803223429,1902.0159238311385,1913.7147956515923,1925.4588917619492,1714.7925359136666,1726.0302676070605,1737.191066635112,1710.9399407721553,1722.1605115813393,1733.2693658611674
2029,429.5417654091504,434.37899547106286,437.7839505773174,429.602928522869,434.4133536640563,437.802105028089,427.8784919853021,432.5881080258946,435.9089183091951,1913.4050230916766,1925.2271284804308,1937.0746897998567,1695.5097511059232,1706.73568955041,1717.771193413157,1689.8092941045156,1701.0718110235257,1711.964918847615
2030,431.5924747185039,436.8476516950917,440.427559701663,431.6136420786264,436.82147389115755,440.39833518559243,429.4010090960888,434.46390052392155,437.9520080035679,1924.8436320928433,1936.753778731657,1948.6329502182105,1678.1783593683317,1689.3877848584625,1700.3796009436187,1670.1135124903835,1681.3278723616488,1692.279228891971
2031,433.6042318448795,439.30729719976114,443.12796555307034,433.5678514588475,439.1881637048562,442.9415981342686,430.8030258445784,436.23240877185503,439.9117492571303,1935.8025395771688,1948.2963274523743,1960.2697062451136,1662.6675293480669,1673.8461998538733,1684.6185888259918,1651.8670479750576,1662.995203346683,1673.7585845484873
2032,435.61364164262824,441.76925136437626,445.8628223801936,435.49782622034104,441.53121296660333,445.52901998188815,432.10193319632117,437.8798560485327,441.76247351632276,1946.7942803214987,1959.817578764869,1971.9235400477428,1648.377119808335,1659.758180100771,1670.5743632028934,1634.673650328234,1646.0631313644953,1656.7677549256737
2033,437.62323674226025,444.213776729405,448.6336747667672,437.39497969870706,443.8487563341994,448.089901326199,433.29785432620395,439.42340717914055,443.55113927097307,1957.7145629192546,1971.3256269357971,1983.5519366621793,1635.4272893727339,1647.0090632444421,1657.789645440023,1618.8014638779855,1630.2530656754575,1640.9593279695073
2034,439.6590001710513,446.680858867137,451.4065681718216,439.3165591403108,446.14697207681286,450.67177062097596,434.44215438090623,440.89003879293125,445.2220504145958,1968.7853964997535,1982.7983007497105,1995.4989146020137,1623.7389488567082,1635.5371979105082,1646.11937208685,1603.9293952573832,1615.60234760819,1626.330700994885
2035,441.67426477482894,449.1293654611006,454.1738427052712,441.21736966143317,448.44391018485464,453.26654513661606,435.495570612595,442.2478685215168,446.80657439829156,1979.6864979148042,1994.1508192572178,2007.2554073182864,1613.1771999177786,1625.1049126830133,1635.7793692416399,1590.0874691375966,1601.967867408238,1612.5321548085526
2036,443.6928065430993,451.5889538783216,456.9047107295438,443.06042453423277,450.72672016445824,455.8671513038641,436.41115091911513,443.50961089862653,448.3313203744402,1990.6216575722337,2005.513066973266,2019.3016712221342,1603.6091236631578,1615.626273993716,1626.4419164234273,1577.2334665317308,1589.17247316953,1599.8343375908144
2037,445.6649111689213,454.0515775005234,459.7115064812115,444.89074352143246,453.0158717945185,458.4238915841904,437.2327509892812,444.7071757155329,449.77035068602714,2001.6218077486876,2016.8592381334756,2031.03401829122,1595.356491956132,1607.4994619850943,1618.5770016725091,1565.4771077936887,1577.4069035453767,1588.1703874127584
