Scenario,Variable,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
ssp126,BC,9.7274235769,7.781339327,5.0278469191,4.1804958767,3.613018263,3.3733401369,3.146868424,2.7524789712,2.4723128163,2.2270270618
ssp126,CO2 AFOLU,3.51744,3.1783293444,0.1880625628,-0.3877989219,-1.7586229868,-2.5866154855,-2.583968427,-2.4369018322,-2.0846806049,-2.8990357598
ssp126,HFC-125,78.7906,162.31655,167.27078,32.319362,20.413639,22.113912,23.933745,25.522914,26.08856,24.902251
ssp126,HFC-134a,201.9534,245.486,156.817,24.6651,14.5566,15.017,15.9916,17.4072,18.5388,18.3662
ssp126,HFC-143a,32.381,59.1174,59.9463,12.0109,7.737,8.4297,9.276,9.9967,10.2095,9.7449
ssp126,HFC-152a,55.8814,58.324481,27.601092,3.5811979,1.8651271,1.7399198,1.6923179,1.6923179,1.6744312,1.5612446
ssp126,HFC-227ea,3.6633,5.2138035,3.996022,0.65213025,0.37878009,0.35838977,0.34375672,0.33476099,0.31976812,0.28786327
ssp126,HFC-23,14.4857,2.4754,0.4154,0.0408,0.0116,0.0062,0.0033,0.0017,0.0008,0
ssp126,HFC-236fa,0.2604,0.4409,0.4413,0.0894,0.0593,0.0669,0.0751,0.0827,0.0872,0.0852
ssp126,HFC-245fa,11.7285,19.858886,19.874206,4.025654,2.6719382,3.0148982,3.3832108,3.7244447,3.9292066,3.8389086
ssp126,HFC-32,38.5792,6.5926,1.1063,0.1087,0.0309,0.0165,0.0088,0.0045,0.0021,0
ssp126,HFC-365mfc,4.6492,5.6513488,3.6101013,0.5678564,0.33506145,0.34573819,0.36813843,0.40069204,0.42675586,0.42277825
ssp126,HFC-4310mee,1.1516,1.2019472,0.56880051,0.073801621,0.038435786,0.035857027,0.034874643,0.034874643,0.034506249,0.032173086
ssp126,NF3,1.3581,1.0988833,0.69167449,0.42950903,0.35735594,0.31588864,0.27608004,0.23295405,0.1930533,0.15186245
ssp126,C2F6,1.57,1.9704,0.8922,0.2737,0.1582,0.0967,0.0629,0.043,0.0261,0.0092
ssp126,C3F8,0.4478,0.562,0.2545,0.0781,0.0451,0.0276,0.0179,0.0123,0.0074,0.0026
ssp126,C4F10,0.0994,0.12470924,0.056537577,0.017349076,0.010001232,0.0061232033,0.0039800821,0.0027554415,0.0016328542,0.0006123203
ssp126,C5F12,0.0435,0.054562141,0.024702677,0.0075688337,0.0044082218,0.0026615679,0.0017466539,0.0011644359,0.000748566,0.000249522
ssp126,C6F14,0.35,0.4392779,0.19890591,0.061050328,0.035229759,0.021553611,0.014004376,0.0096280088,0.0057986871,0.0020787746
ssp126,C7F16,0.2338,0.2934,0.1329,0.0408,0.0236,0.0144,0.0094,0.0064,0.0039,0.0014
ssp126,C8F18,0.1014,0.1273,0.0576,0.0177,0.0102,0.0062,0.0041,0.0028,0.0017,0.0006
ssp126,CF4,10.8699,12.617484,7.6949292,3.2463701,2.2667791,1.8366831,1.6122852,1.4254869,1.1750892,0.92469149
ssp126,c-C4F8,1.2672,1.4709637,0.89718556,0.37854012,0.26429603,0.21399453,0.18784911,0.16625073,0.13697923,0.10770774
ssp126,SF6,8.02,6.4891,4.0845,2.5364,2.1102,1.8655,1.6301,1.3755,1.14,0.8968
ssp126,SO2F2,2.5317,2.9386943,1.7921907,0.75606022,0.52793602,0.42773287,0.37548764,0.33201642,0.27368921,0.215362
ssp126,CCl4,47.5476,34.8954,18.7952,10.1234,5.4526,2.9369,1.5818,0.852,0.4589,0.2461
ssp126,CFC-11,43.5734,35.1105,22.7964,14.8012,9.6101,6.2396,4.0512,2.6304,1.7078,1.1067
ssp126,CFC-113,0.8742,0.411,0.0909,0.0201,0.0044,0.001,0.0002,0,0,0
ssp126,CFC-114,1.6696,0.89775727,0.2594467,0.075055824,0.021732582,0.0062733226,0.0017923779,0.0004480945,0.0002240472,0
ssp126,CFC-115,1.6714,1.3855073,0.95192085,0.65442361,0.44976238,0.30910175,0.21239756,0.14593541,0.1002207,0.068572059
ssp126,CFC-12,14.6096,6.0003,1.0122,0.1707,0.0288,0.0049,0.0008,0.0001,0,0.012
ssp126,CH2Cl2,1267.9806,1488.1345,1039.7159,371.3947,320.2738,322.6022,327.5309,334.6899,340.4127,339.5398
ssp126,CH3Br,133.823,141.1514,121.4174,110.0972,107.9832,106.8576,106.2389,105.8747,105.5654,105.2561
ssp126,CH3CCl3,0,0,0,0,0,0,0,0,0,0
ssp126,CH3Cl,5404.8069,5586.3293,5075.0211,4612.947,4511.1964,4466.5221,4443.2138,4423.8109,4397.802,4371.7931
ssp126,CHCl3,459.6462,507.42388,378.76773,304.96529,291.18325,283.8448,279.81167,277.43704,275.42048,273.40391
ssp126,HCFC-141b,59.82,64.934393,53.992384,31.766544,18.162426,10.38426,5.9372433,3.3946516,1.9408441,1.2003525
ssp126,HCFC-142b,22.47,20.070778,11.628452,3.6001414,1.0107539,0.28377633,0.079630696,0.022401243,0.0062952398,0.020929628
ssp126,HCFC-22,358.8813,322.60083,143.31023,20.28877,1.8833129,0.17484446,0.016253147,0.0014775588,0.0001641732,0.009029526
ssp126,Halon-1202,0,0,0,0,0,0,0,0,0,0
ssp126,Halon-1211,3.2933,2.1847,0.9614,0.4231,0.1862,0.0819,0.0361,0.0159,0.007,0.008
ssp126,Halon-1301,1.3378,1.1071,0.7583,0.5193,0.3557,0.2436,0.1668,0.1143,0.0783,0.0536
ssp126,Halon-2402,0.3481,0.279,0.1793,0.1153,0.0741,0.0476,0.0306,0.0197,0.0126,0.0081
ssp126,N2O,10.9,10.284465307,8.9112221207,8.2159660595,7.9412286245,7.8246731811,7.8248008008,8.0255013231,8.5442937337,8.3570175061
ssp126,NH3,65.2797031342,65.1388795201,64.7655997186,64.3249220919,64.2051755901,63.5519482991,63.3775403103,63.5865362836,63.875434535,62.9093397621
ssp126,NOx aviation,3.1319677706,3.1023054943,3.0323629036,3.0461519065,2.8689283091,2.6695910474,2.5586495264,2.4292580658,2.2623587764,2.1561172181
ssp126,OC,34.746024228,29.1026208085,21.5544169385,19.7961120196,18.2287302922,16.9732895992,16.5775875554,15.7616420371,14.855449748,13.0876611465
ssp126,Sulfur,100.7711669806,80.1316002819,51.7369359729,35.0821621355,26.7306061197,22.0402855535,17.7482462916,13.2609659899,10.3030567626,8.070347709
ssp245,BC,9.7274235769,8.8215191343,8.0224398224,7.2739810583,6.3325796907,5.5364103775,4.6713600211,3.7900808113,3.0239784876,2.6509565448
ssp245,CO2 AFOLU,3.51744,3.2594009993,2.8813862542,2.1643118044,0.5009171115,-1.5399152502,-2.2111884176,-3.3973448516,-4.3171221053,-4.8000769691
ssp245,HFC-125,78.7906,176.65396,227.19821,215.71642,190.35522,204.22963,211.74701,214.85914,220.63457,208.42816
ssp245,HFC-134a,201.9534,267.1697,212.9992,164.6281,135.7388,138.6867,141.4817,146.5389,156.7853,153.7228
ssp245,HFC-143a,32.381,64.3393,81.423,80.1672,72.147,77.8515,82.0673,84.1552,86.3431,81.5636
ssp245,HFC-152a,55.8814,63.478848,37.486698,23.918536,17.37583,16.070866,14.962464,14.253437,14.158041,13.067622
ssp245,HFC-227ea,3.6633,5.6743848,5.4277819,4.3528525,3.5324422,3.3103077,3.0412755,2.8179415,2.7038757,2.4095355
ssp245,HFC-23,14.4857,2.6941,0.5643,0.2726,0.1082,0.0575,0.0291,0.0143,0.0071,0
ssp245,HFC-236fa,0.2604,0.4799,0.5993,0.5966,0.5532,0.6182,0.6646,0.6961,0.7378,0.7134
ssp245,HFC-245fa,11.7285,21.612956,26.994483,26.869016,24.91547,27.843954,29.932245,31.353172,33.229689,32.131009
ssp245,HFC-32,38.5792,7.1751,1.5029,0.726,0.2882,0.1531,0.0775,0.0381,0.0189,0
ssp245,HFC-365mfc,4.6492,6.1505391,4.9034531,3.7899312,3.1248327,3.1927661,3.2570359,3.3735381,3.6093686,3.538923
